sensor_index,name,latitude,longitude,pm2.5
79163,El Cajon Way,37.44293,-122.12802,0.7
79169,eadhar ur,38.448433,-122.67508,0.3
79171,Palomino Valley Weather,39.829502,-119.642525,0.8
79173,Inverness ridge,38.073948,-122.84625,1.0
79177,Emerson,37.258984,-121.95168,0.4
79213,Lake View Oaks,38.66437,-121.102745,0.3
79225,"Ohlone College, Fremont, East",37.53146,-121.91137,1.0
79313,2272 26th Street,34.021713,-118.46144,8.4
79321,BryCyn Station,38.83341,-121.25767,1.9
79325,San Vicente,37.197693,-121.79909,1.2
79335,Mount Wilson Observatory,34.224792,-118.05709,18.2
79337,Phillips Ave.,38.22026,-122.62708,0.2
79339,Kelly Elementary / Old Carlsbad,33.147648,-117.31056,4.3
79347,Apple Road,38.454865,-121.179276,0.0
79355,Worker,38.321896,-122.69257,0.4
79357,Burlingame Fitness,37.575214,-122.34332,1.4
79361,Hiddenlake Drive,37.39883,-122.007515,0.5
79363,Richmond-n&amp;e,37.93596,-122.33512,1.4
79377,Running Quail,37.20925,-119.68089,0.6
79463,Fortuna Foothills,32.631077,-114.40793,0.0
79485,La Espiral,37.896217,-122.1807,0.3
79543,Carlsbad Highlands,33.15502,-117.32041,5.6
79545,Pine Mountain Lake at Long Gulch,37.841183,-120.17028,0.9
79565,Inverness Ridge,38.07818,-122.84837,0.5
79615,Wizard2,39.02182,-120.82307,1.6
79623,SanRamonPortilloValley,37.73916,-121.9168,2.7
79637,RTBradley,39.35191,-120.24886,1.6
79659,Wilbur Hot Springs,39.037834,-122.42528,0.0
79661,Verona Terrace,38.55683,-121.70567,3.0
79689,3929 Waynesboro Ct,38.00469,-121.36857,1.2
79691,Merritt,39.25666,-121.055176,1.8
79705,Meadow Drive,38.00633,-122.52005,0.0
79709,Healing Arts Associates,39.167213,-119.77188,0.9
79715,Hodgson Circle Topanga,34.115955,-118.630936,11.5
79717,French Camp,38.629974,-121.24596,1.0
79747,WoodBridge Ranch,38.71121,-121.231125,2.3
79761,Almaden Village,37.20308,-121.83955,1.4
79781,CH-OD-01-PA (Front vestibule),37.446342,-122.153694,1.3
79789,999 Pine St. Colfax,39.094543,-120.9589,1.8
79809,Belvedere Avenue,37.868954,-122.46731,0.0
79813,Burbury Way,33.09379,-117.2134,5.9
79821,Cottage,38.206337,-122.643005,0.9
79919,tuftfarm,38.26004,-122.67027,0.5
79945,Brown/Klingler,37.322533,-118.54633,0.2
79953,Madison and Fillmore,34.132217,-118.13837,12.6
79961,Oak Tree Village,38.708603,-121.0823,1.3
79963,Saratoga Swim Club,37.254223,-122.023224,0.6
79977,Dartmouth Ave,37.508682,-122.281,0.0
80045,D&amp;M Nipomo,35.034954,-120.51471,3.3
80061,Brewster Estates,37.92624,-122.296776,2.0
80063,Temple and Tulip,38.56146,-121.71817,4.2
80075,Mandville 2a,39.80869,-121.89447,2.4
80099,Silver Trail,38.344406,-122.26599,2.5
80115,Eloise,37.34415,-122.103065,0.1
80125,ShippAQWx 2,36.86454,-119.74581,1.1
80219,585 California Ave,40.879593,-124.067024,0.0
80223,GreenBee,37.904808,-122.04386,0.0
80307,Kokatat,40.903606,-124.06511,0.0
80339,Marin Country Club,38.06486,-122.56534,0.1
80345,Melvine,37.969486,-122.5699,0.0
80357,Varsity Park Villas,34.296574,-118.84804,10.5
80377,Michi-watchdog,37.32799,-121.95509,0.8
80387,Lassen College,40.432518,-120.63261,1.4
80391,britanny hills/mpe,38.001366,-122.10217,0.1
80399,Sequoyah Highlands,37.760345,-122.13339,1.8
80401,Wondernut Farm,37.79357,-120.24361,1.7
80409,Live Oak Santa Cruz,36.97257,-121.990425,0.0
80425,McClay Road,38.10502,-122.59077,0.0
80433,EDH BLKSTN,38.63129,-121.05119,1.3
80435,"Folsom, California",38.6852,-121.10758,1.1
80445,1550 exterior,37.53925,-122.36094,0.0
80453,Lockwood Lane,38.49331,-120.57887,7.8
80457,Shakespeare Estates,37.856647,-120.22692,1.5
80525,East Piper Lane,39.273018,-121.02867,2.6
80541,Great Basin,38.787083,-121.27084,1.2
80545,Vramaish Outside,37.372112,-122.07089,0.0
80559,Sequoia Grove,38.449184,-122.41212,0.0
80561,St Francis Winery,38.43669,-122.57654,0.5
80567,Craig Ginestra  ALT  First gate ART,38.894615,-121.00133,1.9
80572,Rose Garden-Almaden Winery,37.237785,-121.89314,0.7
80581,Stable,37.864162,-120.17035,1.1
80583,Black Mountain-West Side,32.975758,-117.12569,12.0
80605,Belcourt Lane,39.298668,-120.1705,2.4
80607,Crestview VH,37.49803,-122.302025,13.3
80657,Celeste2,33.812214,-118.020454,7.4
80661,Mammoth Bridges,37.638554,-118.997055,0.5
80667,Magnolia Primary,38.328453,-122.677025,0.0
80671,Lower Grizzly Road,39.832783,-120.425674,1.6
80675,Poet's Corner,37.941425,-122.07428,0.1
80677,Lassen College,40.43165,-120.632835,1.8
80679,Camellia Ct,37.511295,-121.936005,0.5
80691,JEAER,37.737427,-122.456024,2.6
80695,Laughlin Rd,38.509552,-122.79882,0.0
80747,"Foothill Rd, Sheridan",38.90467,-119.82918,0.5
80753,"West Willow, Sierraville",39.58341,-120.401405,0.0
80779,Castro Valley Central,37.709644,-122.08028,0.0
80789,Riverside Homestays,40.47131,-122.303055,0.5
80797,Cotton Street West,37.43748,-122.18552,0.3
80799,Outside,37.752617,-122.23569,0.0
80807,Rose Bowl,34.16181,-118.168785,15.3
80813,Hickman Ct.,36.959995,-121.97731,0.0
80833,Gan Avraham,37.81326,-122.254036,2.1
80841,1050 Kirkham Street,37.760216,-122.47217,2.3
80931,Hope,34.45296,-119.74803,0.8
80949,Pine Dr.,38.96853,-119.922035,1.1
80965,PA Spa Taranga,37.229115,-121.76327,0.2
80967,Garden Road,37.96895,-122.55817,0.0
80971,Scout Park,40.55271,-123.45788,0.0
80973,E estates,37.312122,-122.01993,0.9
80977,Somerset Hills Georgia,38.104687,-122.190895,0.2
80979,Baja Loma Ct. Danville CA,37.831142,-121.9816,0.5
80981,Backyard deck,37.87694,-122.03468,1.8
81009,san gregorio,37.356884,-122.33088,0.2
81017,RJ Wilshire,37.80413,-122.19914,1.2
81029,AcuCraig2000,33.8415,-118.17634,7.4
81043,Backyard,37.84575,-122.23383,2.4
81047,Dover and Howe Outdoor,36.99021,-121.972244,4.5
81053,SacRo,37.877766,-122.2828,1.0
81057,San Marino Tennis Club,34.120903,-118.123825,13.3
81065,Wardlow / Chatwin,33.818794,-118.12335,7.1
81075,Wente Greenfield Office,36.279583,-121.30499,1.6
81083,Winery,37.662003,-121.7258,0.8
81089,San Gregorio,35.513454,-120.721085,3.1
81093,pad-on-the-pond,40.301823,-120.99145,1.1
81159,Zeibright Rd,39.294888,-120.71291,2.2
81181,Reposa &amp; Marietta - Outside,37.74081,-122.44837,2.2
81185,Edgebrook; East La Loma Park,37.649357,-120.96461,14.4
81187,"Fitzpatrick Ln at Joy Rd, Occidental CA",38.40724,-122.97461,0.2
81199,Cañada College Science Building (B23),37.450012,-122.26631,0.0
81207,12th Ave,37.774982,-122.470566,2.9
81217,Garage,33.08238,-117.23711,5.4
81219,Highland Hall Waldorf School,34.24554,-118.50561,13.7
81245,Ascot dr,37.819794,-122.19961,2.2
81259,Barber,39.722115,-121.832535,3.2
81275,Flowers,38.010784,-122.25146,1.1
81291,62 La Salle,37.81655,-122.22006,1.4
81307,Altamont Cir,37.720047,-121.717026,2.0
81327,RWC,37.486656,-122.23723,0.2
81345,Groveland east,37.817657,-120.18349,0.9
81349,Panoramic Way,37.86828,-122.24855,2.6
81369,Louise Ln,35.030357,-120.55485,6.3
81387,Bad Dog Farms,36.52744,-121.84132,0.8
81429,English / Baker,38.23073,-122.64651,0.2
81533,San Mateo County Mosquito and Vector Control District Shop area,37.590588,-122.36618,1.1
81541,Sunnybrae,37.34485,-121.9617,0.2
81559,Sorrento Mesa,32.91746,-117.18605,6.1
81661,Mohawk Meadows,39.719757,-120.56634,1.9
81663,1909 pelham,34.05029,-118.43107,8.6
81671,"Graystone Hills, Almaden Valley, San Jose, CA",37.216774,-121.82152,0.9
81675,StFYC,37.80734,-122.44615,17.0
81677,"1044 Keith Ave, Berkeley",37.889084,-122.26433,1.4
81689,Priest Road - outside,37.22585,-119.516624,7.8
81695,Garland Way out,37.384163,-122.115974,0.1
81715,The Wildlands Conservancy's Oak Glen Preserve,34.03941,-116.9425,0.0
81727,Top of La Fond,37.855587,-122.16151,1.5
81771,Galena,39.38183,-119.78261,0.6
81791,Angora,38.899742,-120.033806,0.8
81811,Quail Hill Newcastle Ca,38.86834,-121.11412,0.0
81817,DLH015,37.65439,-122.05046,1.6
81819,Ventura Patagonia,39.505657,-119.89987,1.0
81843,Miss Eddie’s House,36.543636,-121.92493,1.4
81847,Parker Ranch,37.28684,-122.0473,1.1
81863,Lower Norumbega Loop,34.15652,-117.987816,14.4
81977,Osborne Ave,37.332165,-121.957306,0.5
81989,CBS Dora Drive,33.02535,-117.26828,5.4
82053,Oak Crest Institute of Science,34.142483,-118.00204,15.7
82055,Steel Works Lofts,37.822727,-122.280945,0.9
82067,Los Altos Drive,36.966465,-121.88861,4.1
82071,Varna,34.155815,-118.42443,11.3
82087,Pacheco Valle,38.04769,-122.54546,0.0
82089,Cunningham - Outside,37.354473,-121.9639,0.6
82101,La Jolla Shores,32.85426,-117.25196,5.6
82105,SL-LewisAve,37.735344,-122.14488,1.5
82121,Bakerton,34.433926,-118.46366,10.4
82123,PreservePleasanton,37.68733,-121.94043,0.0
82271,Garfield,34.161163,-118.14415,17.9
82281,"Mathewson Park, Coronado",32.68735,-117.17259,5.7
82337,Tribute Trail,39.261444,-121.02925,2.4
82349,Whirlaway,34.15787,-117.59555,11.0
82353,Lafitte Ct,38.65829,-121.24193,1.6
82363,South Carthay Whitworth,34.057076,-118.37345,8.4
82375,Wilder Quarry House,37.865616,-122.188354,0.0
82379,Sunnyvale SNAIL Borregas,37.393753,-122.02423,1.0
82391,Lansdale Estates,32.960873,-117.21749,6.1
82415,18th Ave RWC,37.48208,-122.18477,0.3
82435,Patio,35.245167,-120.63308,2.7
82437,Cottonwood,34.133064,-118.70985,11.0
82447,Via Ventana,36.90906,-121.77564,1.9
82453,Entrada Dr/Dulce Dr,34.22152,-119.17218,0.0
82457,Cov House - Outside,37.357098,-122.06888,0.0
82459,Summit Rd.,37.035297,-121.74771,3.6
82485,Lake Blvd &amp; Shasta Dam Blvd,40.695404,-122.40252,0.7
82499,Loo,34.2457,-118.223946,14.9
82501,CV2,34.045525,-118.71656,8.6
82555,Indian Cove,34.124203,-116.15637,1.9
82569,Majestic,34.170166,-118.23868,11.0
82573,Acacia Park,36.08648,-115.325714,0.9
82577,Culver Crest,34.001152,-118.390915,8.3
82591,Hacienda,37.8993,-122.47907,1.1
82603,"45 Elm Avenue, San Anselmo, CA 94960",37.980083,-122.57619,0.1
82609,171xx Escalon Dr,34.135338,-118.50378,11.1
82643,Cadura Circle,38.402966,-121.37177,1.2
82655,Hunter's Bluff,38.390324,-122.59969,0.6
82675,Alameda Outside,37.467392,-122.24555,0.3
82679,NW Ridgecrest AQI,35.644096,-117.70586,0.0
82691,AngieCtPennValleyCA,39.19402,-121.14936,1.2
82701,Cracker's Air Quality,38.90219,-119.96428,1.0
82703,Bowerwood,38.5967,-121.353004,1.1
82755,GE Office,33.74202,-117.44635,32.6
82813,Maerz Mountain,37.437828,-122.32322,0.0
82831,Battle Zone,37.976135,-122.48796,0.2
82841,Vinwood Cellars,38.67273,-122.87645,0.0
82847,GoofyDome,38.405567,-121.378044,1.3
82849,Freeman And Juanita,37.887383,-122.086205,0.4
82855,Richard Lane,37.825367,-121.982025,1.3
82861,Brigadoon,37.306515,-121.80637,1.1
82863,Grace to You - Outside,34.441975,-118.6257,14.2
82865,Premier Mine,39.158245,-119.815285,0.7
82889,Unit 15,38.229515,-120.33718,0.9
82905,Cresta Vista,37.139587,-122.12675,0.5
82907,E 7th St &amp; Willow (OUTSIDE),39.73456,-121.82478,6.9
82917,Capistrano Beach,33.458466,-117.66664,6.2
82919,Blue Canyon,39.258083,-120.71592,1.8
82973,Branstetter lane,40.53138,-122.41835,1.2
82975,The Bishop's Ranch,38.54457,-122.87431,0.0
82983,Valley_Ridge_Paradise,39.757713,-121.65025,3.0
82997,"Contra Costa Ave, Berkeley",37.893314,-122.27606,1.0
83007,Christmas Light Corner,37.71978,-122.47062,2.4
83017,Outside La Lena St,37.108776,-122.04694,0.0
83025,Underhill Rd,37.911957,-122.524345,0.7
83039,Back Yard,37.232697,-121.9606,0.7
83041,Cottonwood Canyon,34.179882,-118.17776,12.4
83071,Cowper Ct,37.228886,-121.90047,0.6
83081,AC Stelle Middle School,34.142887,-118.61397,8.6
83089,Hancock Park,34.075016,-118.3376,9.1
83115,skynet.saratoga,37.278217,-122.028175,5.6
83129,Boyd Family Vineyards,38.352825,-122.29837,0.0
83173,Lindero Canyon Middle School,34.157257,-118.78595,8.8
83179,Hall Drive,37.85913,-122.154144,1.1
83191,22nd &amp; 8th Ave.,37.798817,-122.243576,0.9
83193,Fisher Vineyards Calistoga Estate,38.579266,-122.55785,0.0
83205,Trinchero Family Estates Westside Facility,38.152836,-121.4061,0.8
83207,Wolf Den,37.94441,-122.07537,0.9
83223,RKWagPro,38.400585,-122.42081,0.3
83227,Chadwick School,33.777584,-118.36014,6.8
83229,Rolling Hills,36.907036,-119.79538,1.4
83235,Halifax Snoopy LFL,37.27298,-121.99198,0.7
83239,LazyAir,37.34674,-122.1986,0.2
83243,Brickhouse Fair Oaks,38.636127,-121.285614,1.6
83249,Wizards EWorkshop,37.362396,-119.660126,0.9
83251,Creekside Outside,34.604305,-120.122574,3.6
83257,FredLee,37.747604,-122.43102,1.2
83259,Outside-Tinkers,37.114655,-122.10561,0.0
83265,V-deodara,37.340927,-122.0735,0.0
83295,Pacific Primary,37.775265,-122.44157,1.4
83325,Rinconada Pool,37.443985,-122.141075,2.3
83333,Alhambra,37.38427,-122.20244,0.3
83409,Kings Mountain,37.433327,-122.31912,0.8
83417,Vista,34.168556,-118.03021,12.2
83441,AL outside,38.9801,-121.04865,2.3
83457,Redwoodridgeestate-out,37.159332,-122.00468,1.3
83465,Farlin Air,34.06741,-118.46436,9.4
83475,Alex Home,37.997955,-122.026474,0.9
83481,Brown Street,38.617737,-122.864395,0.0
83495,Sakamoto,37.2311,-121.8385,1.1
83509,Canyada North,34.188225,-118.16209,15.9
83511,Mosewatson,37.088825,-121.648895,2.6
83523,"Pheasant Run Golf Course #17 Chowchilla, Ca.",37.12282,-120.22234,2.2
83525,2607 Webster Street,37.85582,-122.25494,2.0
83529,La Jolla EPO,33.283733,-116.861496,7.1
83535,Smith Hills Road,39.145584,-123.514435,0.0
83537,914 Gray Fox Circle,37.660145,-121.84008,0.8
83539,Lazare Vineyards,38.3375,-122.346504,0.6
83553,Cedar Rail Way,38.409466,-121.34361,1.6
83569,Cinderella,32.733105,-117.02406,7.9
83575,Stonehaven Dr,37.34144,-122.08073,0.1
83579,Orchard-Meadow-Art,37.274796,-122.06746,0.4
83583,RHR,38.524757,-122.71569,0.0
83595,Lakefront,39.22569,-120.07408,2.2
83603,Tustin City Hall,33.742966,-117.819176,6.2
83641,"Maricopa Dr, 95032",37.243958,-121.95639,0.9
83647,backyard,34.122124,-118.153534,11.1
83655,Verite Winery,38.61403,-122.768906,0.2
83717,KCAMORAG34-Donald,37.848885,-122.12566,1.5
83719,Pfaufaphgefs,38.484898,-122.981255,0.4
83725,"Mill Creek Rd Healdsburg, CA",38.591652,-122.91929,0.3
83727,WEST_OUT,34.179607,-118.28067,16.1
83733,Chelan,38.00851,-122.55889,0.1
83737,Piedmont Pines (O deck),37.833363,-122.18938,2.7
83739,46-Outdoor,37.87812,-122.24986,0.1
83745,Sam's Outside Place,37.828045,-122.1265,2.0
83747,Tustin Corporate Yard,33.7237,-117.82643,3.4
83753,Marlin Court,37.978325,-122.25825,1.0
83769,Ukiah Dolphins,39.164856,-123.22344,0.1
83801,Iron Horse,39.789135,-120.491585,1.2
83827,CH-OD-11-PA (Garden Terrace),37.446358,-122.15367,0.3
83829,Rutgers way,38.641033,-121.36149,1.9
83833,"Castaic, CA",34.49982,-118.62951,10.6
83847,Runner,37.959095,-122.10671,0.3
83859,Zesty Cheese Ranch,37.703762,-117.231514,0.6
83897,Dollar Point Pool,39.191395,-120.10428,1.4
83901,Crystal Rock Rd,38.00901,-120.42069,1.5
83925,"Albion Ridge Rd between F&amp;G, Albion, CA",39.226902,-123.73981,0.0
83931,Carmel Highlands,36.487633,-121.935036,2.7
83997,Lassen Volcanic NP Manzanita Lake,40.54087,-121.575745,0.2
83999,Brookdale,37.104656,-122.111984,0.0
84007,AHMF,37.111412,-121.99222,0.0
84029,Rock Pit Rd,40.969124,-124.030945,1.3
84031,Thistle Dr,37.266724,-121.85353,0.9
84045,Fir Hill,38.497925,-122.48102,0.5
84061,Outlook Drive - Carmel,36.56402,-121.900856,0.9
84064,Hacienda de Estrellas,38.661957,-120.92535,2.0
84069,Tarzana-Aleman,34.14787,-118.56422,14.6
84079,Harrison Ranch - Outdoor,36.408375,-119.00946,2.3
84093,Sierra Madre Manzanita,34.157837,-118.0621,12.8
84101,taftpr,34.07165,-118.55768,13.2
84117,Lake Elizabeth,37.54408,-121.96445,0.7
84119,Sleeper Gulch,37.20419,-122.10903,0.1
84123,Upper Pine Hills Drive,36.561016,-121.89387,1.3
84125,mackerels house,37.897923,-122.277466,1.5
84127,Moody Road,37.35807,-122.166084,0.1
84131,Briones Hill,37.95773,-122.19867,0.7
84133,Yard,37.37478,-122.109604,0.3
84177,Lambourne,34.19137,-118.75309,10.0
84179,Sweet Sweet Palma Street,37.504185,-122.47607,4.0
84207,Warner Drive,37.36076,-121.80035,0.5
84215,Schulties Rd,37.118244,-121.96298,0.8
84217,4000 Luneman Rd,38.767597,-120.95953,1.6
84225,Hollingsworth,38.643024,-121.74559,1.6
84231,CampoEPA Building,32.65073,-116.36581,13.9
84247,FM Park Dr Outside,37.98123,-122.568504,0.0
84249,Huntington Ct,36.981586,-121.870636,2.1
84255,Deep Canyon Ranch,33.71753,-116.3651,2.9
84267,Faded Giant,37.46538,-122.25515,0.0
84269,Mud Daubers Pottery,37.44767,-120.08596,0.8
84273,Creative Learning Center,37.84162,-122.026,0.7
84277,Kavala Ranch,38.52939,-121.23369,0.9
84319,Crownview,33.746918,-118.331535,6.2
84323,Lockhurst Sensor,34.18091,-118.647896,12.4
84325,Foster City Spinnaker Cove,37.552364,-122.28137,0.4
84331,Light Springs Road,37.006554,-121.83728,0.0
84335,North RB: Artesia Blvd/Inglewood Ave,33.876095,-118.36251,7.1
84343,San Gregorio,37.32112,-122.33975,2.0
84369,ViaRoyal,37.913837,-122.068436,1.6
84375,DVE,37.974667,-122.08992,0.7
84395,"9th and Buena Vista, Alameda West-End",37.777912,-122.270744,1.8
84397,Rosati Vineyards,38.882996,-123.0559,0.0
84419,RSF-out,33.035175,-117.19263,7.9
84435,Battle Mountain Ranch 2,36.251247,-118.78462,2.4
84445,Candy's House,37.286842,-122.00347,0.9
84457,Char Siu Bao,38.40634,-122.89612,0.0
84477,Wallace Creek - Upper Vineyard,38.612316,-122.936134,0.0
84483,Kirkwood Larkspur,38.695297,-120.069534,1.4
84491,Hayward Police Department,37.657486,-122.096886,1.0
84505,Cayuga&amp;Ocean,37.723175,-122.43897,2.9
84513,Anderson Dam Look Out,37.16196,-121.62413,0.8
84529,4400 Blk Moraga Ave. Outside,32.8249,-117.214355,5.3
84571,Siri Rd,38.4874,-123.02671,0.3
84581,car wash,36.98461,-121.98995,2.5
84589,DnM Thomas ST,38.345116,-122.50645,0.2
84591,Like2Breathe,35.771748,-118.44368,1.4
84599,Layman Ct Outside,37.878246,-122.04257,0.7
84627,Lark,34.103767,-118.213554,9.7
84633,Linden,37.39345,-122.11929,0.1
84649,Connecticut and Mariposa,37.771675,-122.391754,2.0
84679,Upper Comanche Trl,37.16123,-121.97972,0.0
84689,Stillwater,39.231415,-120.00283,1.6
84693,Reed_Home,38.42837,-122.66535,0.0
84699,Deck,38.467598,-122.6456,0.0
84707,"Sunhill Ct., Martinez",37.996967,-122.09236,0.7
84711,The College Preparatory School,37.8478,-122.23913,2.2
84721,Ashmount,37.814625,-122.227234,1.8
84733,Sunnyside - Congo,37.730328,-122.44235,0.0
84795,PurpleAir Sensor 16,34.200657,-118.17186,17.2
84821,Kids Connection,37.569683,-122.26546,0.7
84883,Stonestreet Winery Outside,38.662613,-122.81718,0.0
84899,Montair Court,37.812115,-122.015915,1.8
84901,Santa Cruz Ave (Between Orange and Lemon),37.435997,-122.19764,0.1
84915,Hessel Road Area,38.355145,-122.780075,1.8
84923,Laurel,37.799297,-122.199615,1.8
84925,230 Woodside Drive,37.450344,-122.23937,0.3
84943,SHKIM,37.852215,-122.11757,1.6
84945,Sievers Park,38.443386,-121.83415,0.7
84947,"Sparks, NV",39.613018,-119.678024,0.8
84949,PXVS_Las_Cruces,33.679512,-117.82306,5.6
84957,LTR,38.289993,-122.54876,0.0
84993,"Carmel Valley, SD",32.95642,-117.24267,5.3
84997,Red Fir Ct,37.31518,-122.04274,1.0
85007,"Claremont, CA",34.147575,-117.69554,12.6
85013,"Greenfield Ranch / 2,000’ elevation",39.233887,-123.33279,0.1
85015,Giant Panda Outdoor,38.47074,-121.36441,3.6
85063,Hoopa,39.747353,-121.86085,3.3
85067,CYPRESS POINT,37.8941,-121.610725,0.2
85081,510 Berkeley Ave Outside,37.463882,-122.16599,0.9
85083,Padova,38.68723,-121.096016,1.5
85095,Etna St.,37.8646,-122.252815,1.1
85099,Walnut Ave &amp; Dover Dr,37.915764,-122.02314,0.9
85101,Trescony Backyard,36.968403,-122.040886,2.7
85121,Heimat der Gäste,37.713943,-122.45934,2.8
85149,Lone Pine Village,38.364285,-122.80345,0.2
85151,La Rinconada,37.25746,-121.96904,0.7
85165,Lodge Court,37.836945,-122.1999,1.4
85169,Cayuga,37.72788,-122.4369,2.0
85235,Hank's,35.32888,-120.84231,4.9
85249,Cloud9,37.227673,-122.15078,0.4
85251,Whaler's Village @ Morton Place,37.721104,-122.02889,1.7
85269,Desert Heights,34.197083,-116.14144,7.0
85289,Joey,37.738174,-122.39706,1.3
85291,Bald Mountain Road,37.068752,-119.41109,1.7
85293,Contra Costa,37.894917,-122.2764,1.8
85299,Stellar View,41.3471,-122.35661,2.7
85313,La Crema Saralee Estate,38.493423,-122.83017,0.1
85359,Hollywoodland,34.121635,-118.32282,8.4
85373,Sherer,34.17278,-118.22332,18.6
85377,CCWD - Antioch Service Center,37.98266,-121.75131,14.1
85379,Hughes Ave.,38.41065,-122.71944,0.8
85385,Highland Eagle’s Nest,38.55123,-121.4823,2.8
85389,"Shadow Creek, Danville",37.80198,-121.89275,0.0
85401,Martin Ave,37.328648,-121.91567,0.3
85415,Galleria,39.582382,-119.734985,0.6
85469,Bees N Blooms-Outside,38.399902,-122.69609,0.2
85471,Seapine,34.24147,-118.236046,17.9
85475,Devils Postpile Ranger Station,37.63,-119.0835,1.0
85479,Owens Valley Radio Observatory,37.23179,-118.29537,0.2
85481,Pomo Court,38.690475,-121.000496,1.7
85495,W. Cornell,36.777145,-119.820786,1.2
85551,Sequoia Rooftop,37.78562,-122.42785,1.9
85553,SoboCo,37.930786,-121.72097,0.4
85559,Monte Nido,34.084427,-118.6924,12.8
85561,Summit Road Berkeley,37.883743,-122.24703,2.0
85563,John Dodson,37.928574,-121.6997,0.6
85575,Sunrise,37.09469,-122.114235,0.0
85577,Korriban,38.452972,-122.695244,0.0
85585,"22004 Rd. 24 Madera, CA 93638",37.077915,-120.12091,1.2
85589,unincorporated Santa Clara County,37.428905,-121.803955,0.1
85591,6550 Longwalk,37.824146,-122.18963,2.3
85599,LP Hurricane,39.12675,-120.16107,1.3
85607,Mt. View Dr.,37.887726,-122.12728,0.0
85609,Sacramento Waldorf School,38.632347,-121.287224,1.6
85615,Palazzo’D,36.83982,-119.834625,1.2
85629,HomeRedondo,33.861652,-118.38216,10.2
85631,Bogue Road,39.098083,-121.657104,0.6
85641,spider,32.844364,-117.264786,2.9
85645,AEnv,34.26045,-118.33701,13.0
85653,Torrey Del Mar,32.96954,-117.1631,1.4
85667,14th and Sanchez,37.76747,-122.43192,2.6
85701,Western Hills Garden,38.413376,-122.971405,0.0
85703,Husin’s Habitat,37.68421,-121.74741,0.9
85707,McKlintock,37.318398,-122.07147,0.4
85711,Hillcrest Avenue,38.41894,-122.943726,0.0
85719,Yankee O2,38.79321,-122.526215,0.1
85721,Bella Vista Dr,37.571587,-122.385315,0.2
85723,Ryder Road,37.075024,-122.041916,0.0
85725,Silverado,38.324238,-122.27315,0.0
85743,Cabin,34.248375,-117.18275,8.5
85745,Edgewood park,37.48431,-122.24843,0.0
85783,Camp Meeker - South Hill,38.422512,-122.96082,0.4
85799,College Dr.,37.31365,-121.919624,0.6
85803,541 Mississippi,37.759514,-122.39407,1.4
85807,MixedGreens1,38.440887,-122.69343,0.4
85811,16605 Oak View Circle,37.138603,-121.59463,1.0
85817,Northside SJ,37.35223,-121.87484,0.0
85819,Heke Bentley Oak Ct,37.730526,-121.91515,0.7
85825,Baker Beach,37.789646,-122.4855,0.0
85827,Tahoe Expedition Academy,39.31224,-120.155846,1.2
85829,Regent Park Drive,34.182762,-118.19539,17.1
85849,TMS-Outside,37.904392,-122.02665,1.0
85869,Near Indian Rock Winery in Big Valley,38.13019,-120.43239,0.9
85881,East Corte Madera,37.920025,-122.49963,0.1
85891,Centerville-outside,39.753708,-121.678986,0.0
85907,Whiskeytown NRA - Oak Bottom Fire Station,40.6511,-122.5932,0.1
85927,UC South,32.849,-117.2082,5.5
85957,Menlo Circus Club,37.450985,-122.201004,0.2
85971,tacobellheights,37.494843,-122.2652,0.1
85985,Kester Av,34.147858,-118.45907,14.3
86027,Stockton Spanos West,38.046608,-121.38214,1.0
86039,Oak Hill Dr &amp; Stanford Circle,34.715855,-120.46298,2.4
86071,Invalid,34.1195,-118.22425,9.0
86075,Beverly Glen,34.124817,-118.44569,11.4
86081,Mountain St,34.16644,-118.235374,15.1
86099,oxford-shane,37.972073,-122.33511,1.1
86115,Via Sorrento,37.336506,-122.02945,0.7
86121,Fratellanza Club,37.84897,-122.28684,1.7
86129,Gateway trailhead,35.573044,-117.65338,0.8
86133,Baywood: Stage Coach Drive at Winchester,37.94127,-122.10633,0.5
86143,TheBatCave,37.104416,-121.64241,1.8
86145,Rapley Trail,37.350876,-122.21302,0.0
86149,"Valley Court, Orinda, CA 94563",37.86859,-122.16567,1.2
86161,ASC Training Center Nordic Stadium,39.33378,-120.355125,0.0
86185,Silver Lake,34.099808,-118.266624,23.0
86205,Gummy,37.548313,-121.94593,1.3
86213,Dublin Street near dog park,37.71599,-122.42841,3.3
86215,C. Latimer backyard,35.322147,-119.11547,2.4
86221,Razor Crest,37.327377,-122.0781,0.1
86277,Mission Vineyard,38.595,-122.455,0.9
86313,White Oak Elementary School,34.144264,-118.81384,12.9
86319,Quail Oaks West - Church Residence,36.87683,-119.521065,0.5
86347,LonePineSteve,36.56546,-118.09596,1.6
86367,Casa de Beegle,34.15931,-118.05542,11.3
86369,Camino Encinas,37.873596,-122.17939,2.0
86391,Brightside Ranch,37.600098,-121.920425,0.8
86399,Tiffany Farms,38.5853,-121.32419,1.2
86435,Bay Laurel Elementary School,34.14035,-118.65257,12.7
86451,Sonata Drive,38.61031,-121.283356,1.7
86459,Sunol Ridge,37.644516,-121.94277,0.5
86461,Sunnyside-StaplesAve,37.728794,-122.4451,2.4
86463,Parkside,37.65853,-122.04315,1.7
86475,"Bret Harte, San Rafael, CA, USA",37.959274,-122.51626,0.0
86505,Burgess Pool,37.452972,-122.17517,0.1
